PREFIXO SIGMA;NOME DA LINHA;SERVICO;LOCALIDADE;HORARIO;DIA_PARTIDA;TIPO_VEICULO;FREQUENCIA;LAT;LON;SENTIDO;SEQUENCIA
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;MILAGRES;13:05;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-12,87057492;-39,8591271;VOLTA;3
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;JEQUIE;15:10;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-13,85566401;-40,08860733;VOLTA;4
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;VITORIA DA CONQUISTA;17:55;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-14,84800481;-40,83980954;VOLTA;5
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;MEDINA;20:55;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-16,22479562;-41,47630907;VOLTA;6
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;TEOFILO OTONI;23:55;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-17,86253981;-41,50963517;VOLTA;7
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;GOVERNADOR VALADARES;02:05;D+1;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-18,8528824;-41,94708133;VOLTA;8
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;CARATINGA;04:10;D+1;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-19,78963492;-42,14370705;VOLTA;9
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;LEOPOLDINA;08:00;D+1;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-21,53072936;-42,64184413;VOLTA;10
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;TRES RIOS;10:20;D+1;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-22,117448;-43,21160944;VOLTA;11
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;RIO DE JANEIRO;12:20;D+1;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-22,87665212;-43,22787513;VOLTA;12
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;IPU;09:00;D+0;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-4,313431685;-40,71872614;VOLTA;1
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;PIRIPIRI;12:10;D+0;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-4,276068693;-41,77850485;VOLTA;2
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;CAMPO MAIOR;13:15;D+0;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-4,829113927;-42,1667446;VOLTA;3
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;TERESINA;15:00;D+0;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-5,086341952;-42,80527046;VOLTA;4
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;PICOS;21:30;D+0;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-7,081373912;-41,46882671;VOLTA;5
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;FEIRA DE SANTANA;10:55;D+1;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-12,22928425;-38,9600331;VOLTA;6
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;MILAGRES;13:30;D+1;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-12,87057492;-39,8591271;VOLTA;7
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;JEQUIE;16:25;D+1;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-13,85566401;-40,08860733;VOLTA;8
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;VITORIA DA CONQUISTA;19:25;D+1;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-14,84800481;-40,83980954;VOLTA;9
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;ITAOBIM;23:20;D+1;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-16,55952592;-41,49897698;VOLTA;10
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;TEOFILO OTONI;02:05;D+2;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-17,86253981;-41,50963517;VOLTA;11
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;GOVERNADOR VALADARES;04:40;D+2;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-18,8528824;-41,94708133;VOLTA;12
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;LEOPOLDINA;11:05;D+2;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-21,53072936;-42,64184413;VOLTA;13
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;TRES RIOS;13:45;D+2;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-22,117448;-43,21160944;VOLTA;14
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790230900;RIO DE JANEIRO;15:55;D+2;07-9023-00 LAYOUT 42 (IPU<>RJO);Quarta;-22,87665212;-43,22787513;VOLTA;15
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;RIO DE JANEIRO;10:00;D+0;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-22,87665212;-43,22787513;IDA;1
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;TRES RIOS;12:10;D+0;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-22,117448;-43,21160944;IDA;2
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;LEOPOLDINA;14:10;D+0;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-21,53072936;-42,64184413;IDA;3
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;GOVERNADOR VALADARES;21:00;D+0;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-18,8528824;-41,94708133;IDA;4
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;TEOFILO OTONI;23:35;D+0;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-17,86253981;-41,50963517;IDA;5
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;ITAOBIM;02:30;D+1;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-16,55952592;-41,49897698;IDA;6
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;VITORIA DA CONQUISTA;06:25;D+1;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-14,84800481;-40,83980954;IDA;7
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;JEQUIE;09:05;D+1;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-13,85566401;-40,08860733;IDA;8
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;MILAGRES;12:25;D+1;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-12,87057492;-39,8591271;IDA;9
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;FEIRA DE SANTANA;14:40;D+1;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-12,22928425;-38,9600331;IDA;10
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;PICOS;04:20;D+2;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-7,081373912;-41,46882671;IDA;11
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;TERESINA;09:45;D+2;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-5,086341952;-42,80527046;IDA;12
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;CAMPO MAIOR;11:10;D+2;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-4,829113927;-42,1667446;IDA;13
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;PIRIPIRI;12:50;D+2;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-4,276068693;-41,77850485;IDA;14
RJCE0213083;RIO DE JANEIRO(RJ) - IPU(CE);790231000;IPU;15:50;D+2;07-9023-00 LAYOUT 42 (IPU<>RJO);Sábado;-4,313431685;-40,71872614;IDA;15
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);7901100;RIO DE JANEIRO;11:00;D+0;SEMI E CONV - MISTO 30L;Segunda;-22,87665212;-43,22787513;IDA;1
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);7901100;CAMPOS DOS GOYTACAZES;15:50;D+0;SEMI E CONV - MISTO 30L;Segunda;-21,75189863;-41,33047649;IDA;2
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);7901100;VITORIA;21:00;D+0;SEMI E CONV - MISTO 30L;Segunda;-20,32015379;-40,32220873;IDA;3
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);7901100;ITABUNA;10:00;D+1;SEMI E CONV - MISTO 30L;Segunda;-14,78903955;-39,27310895;IDA;4
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);7901100;FEIRA DE SANTANA;19:00;D+1;SEMI E CONV - MISTO 30L;Segunda;-12,22928425;-38,9600331;IDA;5
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);7901100;PICOS;05:15;D+2;SEMI E CONV - MISTO 30L;Segunda;-7,081373912;-41,46882671;IDA;6
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);7901100;TERESINA;11:25;D+2;SEMI E CONV - MISTO 30L;Segunda;-5,086341952;-42,80527046;IDA;7
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);7901100;CAXIAS;12:55;D+2;SEMI E CONV - MISTO 30L;Segunda;-4,86167499;-43,35853943;IDA;8
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);7901100;SAO LUIS;19:20;D+2;SEMI E CONV - MISTO 30L;Segunda;-2,531885985;-44,29791856;IDA;9
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);79001100;SAO LUIS;11:00;D+0;SEMI E CONV - MISTO 30L;Quinta;-2,531885985;-44,29791856;VOLTA;1
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);79001100;CAXIAS;17:35;D+0;SEMI E CONV - MISTO 30L;Quinta;-4,86167499;-43,35853943;VOLTA;2
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);79001100;TERESINA;19:10;D+0;SEMI E CONV - MISTO 30L;Quinta;-5,086341952;-42,80527046;VOLTA;3
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);79001100;PICOS;01:15;D+1;SEMI E CONV - MISTO 30L;Quinta;-7,081373912;-41,46882671;VOLTA;4
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);79001100;FEIRA DE SANTANA;15:00;D+1;SEMI E CONV - MISTO 30L;Quinta;-12,22928425;-38,9600331;VOLTA;5
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);79001100;ITABUNA;21:45;D+1;SEMI E CONV - MISTO 30L;Quinta;-14,78903955;-39,27310895;VOLTA;6
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);79001100;VITORIA;09:55;D+2;SEMI E CONV - MISTO 30L;Quinta;-20,32015379;-40,32220873;VOLTA;7
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);79001100;CAMPOS DOS GOYTACAZES;16:00;D+2;SEMI E CONV - MISTO 30L;Quinta;-21,75189863;-41,33047649;VOLTA;8
RJMA0213072;RIO DE JANEIRO(RJ) - SAO LUIS(MA);79001100;RIO DE JANEIRO;21:30;D+2;SEMI E CONV - MISTO 30L;Quinta;-22,87665212;-43,22787513;VOLTA;9
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;ALAGOA GRANDE;13:00;D+0;SEMI E CONV - MISTO 16;Sexta;-7,036775;-35,63389198;VOLTA;1
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;CAMPINA GRANDE;15:00;D+0;SEMI E CONV - MISTO 16;Sexta;-7,22149704;-35,88385911;VOLTA;2
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;SANTA CRUZ DO CAPIBARIBE;16:40;D+0;SEMI E CONV - MISTO 16;Sexta;-7,9551895;-36,20395002;VOLTA;3
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;CARUARU;18:10;D+0;SEMI E CONV - MISTO 16;Sexta;-8,285898;-35,96707336;VOLTA;4
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;SAO MIGUEL DOS CAMPOS;22:40;D+0;SEMI E CONV - MISTO 16;Sexta;-9,779934576;-36,09426427;VOLTA;5
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;PROPRIA;01:10;D+1;SEMI E CONV - MISTO 16;Sexta;-10,20820732;-36,84209936;VOLTA;6
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;ESTANCIA;03:50;D+1;SEMI E CONV - MISTO 16;Sexta;-11,26794865;-37,44001085;VOLTA;7
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;ALAGOINHAS;07:00;D+1;SEMI E CONV - MISTO 16;Sexta;-12,13418259;-38,42261577;VOLTA;8
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;FEIRA DE SANTANA;08:20;D+1;SEMI E CONV - MISTO 16;Sexta;-12,22928425;-38,9600331;VOLTA;9
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;ITABUNA;14:30;D+1;SEMI E CONV - MISTO 16;Sexta;-14,78903955;-39,27310895;VOLTA;10
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;CAMPOS DOS GOYTACAZES;07:40;D+2;SEMI E CONV - MISTO 16;Sexta;-21,75189863;-41,33047649;VOLTA;11
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);79151320;RIO DE JANEIRO;12:25;D+2;SEMI E CONV - MISTO 16;Sexta;-22,87665212;-43,22787513;VOLTA;12
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;RIO DE JANEIRO;13:30;D+0;SEMI E CONV - MISTO 16;Sexta;-22,87665212;-43,22787513;IDA;1
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;CAMPOS DOS GOYTACAZES;18:00;D+0;SEMI E CONV - MISTO 16;Sexta;-21,75189863;-41,33047649;IDA;2
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;ITABUNA;11:05;D+1;SEMI E CONV - MISTO 16;Sexta;-14,78903955;-39,27310895;IDA;3
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;FEIRA DE SANTANA;17:35;D+1;SEMI E CONV - MISTO 16;Sexta;-12,22928425;-38,9600331;IDA;4
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;ALAGOINHAS;18:55;D+1;SEMI E CONV - MISTO 16;Sexta;-12,13418259;-38,42261577;IDA;5
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;ESTANCIA;22:10;D+1;SEMI E CONV - MISTO 16;Sexta;-11,26794865;-37,44001085;IDA;6
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;PROPRIA;02:10;D+2;SEMI E CONV - MISTO 16;Sexta;-10,20820732;-36,84209936;IDA;7
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;SAO MIGUEL DOS CAMPOS;04:10;D+2;SEMI E CONV - MISTO 16;Sexta;-9,779934576;-36,09426427;IDA;8
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;CARUARU;07:45;D+2;SEMI E CONV - MISTO 16;Sexta;-8,285898;-35,96707336;IDA;9
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;SANTA CRUZ DO CAPIBARIBE;08:50;D+2;SEMI E CONV - MISTO 16;Sexta;-7,9551895;-36,20395002;IDA;10
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;CAMPINA GRANDE;10:40;D+2;SEMI E CONV - MISTO 16;Sexta;-7,22149704;-35,88385911;IDA;11
RJPB0213065;RIO DE JANEIRO(RJ) - ALAGOA GRANDE(PB);790151320;ALAGOA GRANDE;11:45;D+2;SEMI E CONV - MISTO 16;Sexta;-7,036775;-35,63389198;IDA;12
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);7901609;PATOS;09:10;D+0;SEMI E CONV - MISTO 30L;Quinta;-7,024491668;-37,27691334;VOLTA;1
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);7901609;CAMPINA GRANDE;13:20;D+0;SEMI E CONV - MISTO 30L;Quinta;-7,22149704;-35,88385911;VOLTA;2
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);7901609;ITABAIANA;14:50;D+0;SEMI E CONV - MISTO 30L;Quinta;-7,3309315;-35,33753339;VOLTA;3
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);7901609;PALMARES;19:30;D+0;SEMI E CONV - MISTO 30L;Quinta;-8,6790825;-35,58833599;VOLTA;4
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);7901609;FEIRA DE SANTANA;06:30;D+1;SEMI E CONV - MISTO 30L;Quinta;-12,22928425;-38,9600331;VOLTA;5
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);7901609;ITABUNA;11:50;D+1;SEMI E CONV - MISTO 30L;Quinta;-14,78903955;-39,27310895;VOLTA;6
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);7901609;EUNAPOLIS;18:30;D+1;SEMI E CONV - MISTO 30L;Quinta;-16,37516723;-39,58417194;VOLTA;7
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);7901609;VITORIA;03:30;D+2;SEMI E CONV - MISTO 30L;Quinta;-20,32015379;-40,32220873;VOLTA;8
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);7901609;CAMPOS DOS GOYTACAZES;06:30;D+2;SEMI E CONV - MISTO 30L;Quinta;-21,75189863;-41,33047649;VOLTA;9
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);7901609;RIO DE JANEIRO;11:00;D+2;SEMI E CONV - MISTO 30L;Quinta;-22,87665212;-43,22787513;VOLTA;10
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);79001320;RIO DE JANEIRO;13:20;D+0;SEMI E CONV - MISTO 30L;Segunda;-22,87665212;-43,22787513;IDA;1
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);79001320;CAMPOS DOS GOYTACAZES;18:00;D+0;SEMI E CONV - MISTO 30L;Segunda;-21,75189863;-41,33047649;IDA;2
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);79001320;VITORIA;22:40;D+0;SEMI E CONV - MISTO 30L;Segunda;-20,32015379;-40,32220873;IDA;3
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);79001320;EUNAPOLIS;07:40;D+1;SEMI E CONV - MISTO 30L;Segunda;-16,37516723;-39,58417194;IDA;4
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);79001320;ITABUNA;12:25;D+1;SEMI E CONV - MISTO 30L;Segunda;-14,78903955;-39,27310895;IDA;5
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);79001320;FEIRA DE SANTANA;20:20;D+1;SEMI E CONV - MISTO 30L;Segunda;-12,22928425;-38,9600331;IDA;6
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);79001320;PALMARES;08:55;D+2;SEMI E CONV - MISTO 30L;Segunda;-8,6790825;-35,58833599;IDA;7
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);79001320;ITABAIANA;13:05;D+2;SEMI E CONV - MISTO 30L;Segunda;-7,3309315;-35,33753339;IDA;8
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);79001320;CAMPINA GRANDE;14:30;D+2;SEMI E CONV - MISTO 30L;Segunda;-7,22149704;-35,88385911;IDA;9
RJPB0213066;RIO DE JANEIRO(RJ) - PATOS(PB);79001320;PATOS;17:20;D+2;SEMI E CONV - MISTO 30L;Segunda;-7,024491668;-37,27691334;IDA;10
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790130900;PARNAIBA;09:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-2,903360145;-41,77817059;VOLTA;1
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790130900;PIRIPIRI;11:10;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-4,276068693;-41,77850485;VOLTA;2
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790130900;TERESINA;15:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-5,086341952;-42,80527046;VOLTA;3
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790130900;PICOS;21:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-7,081373912;-41,46882671;VOLTA;4
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790130900;FEIRA DE SANTANA;08:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-12,22928425;-38,9600331;VOLTA;5
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790130900;ITABUNA;17:40;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-14,78903955;-39,27310895;VOLTA;6
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790130900;VITORIA;06:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-20,32015379;-40,32220873;VOLTA;7
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790130900;CAMPOS DOS GOYTACAZES;10:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-21,75189863;-41,33047649;VOLTA;8
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790130900;RIO DE JANEIRO;15:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-22,87665212;-43,22787513;VOLTA;9
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790140900;PARNAIBA;09:00;D+0;SEMI E CONV - MISTO 30L;Terça;-2,903360145;-41,77817059;VOLTA;1
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790140900;PIRIPIRI;11:10;D+0;SEMI E CONV - MISTO 30L;Terça;-4,276068693;-41,77850485;VOLTA;2
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790140900;TERESINA;15:00;D+0;SEMI E CONV - MISTO 30L;Terça;-5,086341952;-42,80527046;VOLTA;3
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790140900;PICOS;21:00;D+0;SEMI E CONV - MISTO 30L;Terça;-7,081373912;-41,46882671;VOLTA;4
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790140900;FEIRA DE SANTANA;08:30;D+1;SEMI E CONV - MISTO 30L;Terça;-12,22928425;-38,9600331;VOLTA;5
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790140900;ITABUNA;17:40;D+1;SEMI E CONV - MISTO 30L;Terça;-14,78903955;-39,27310895;VOLTA;6
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790140900;VITORIA;06:30;D+2;SEMI E CONV - MISTO 30L;Terça;-20,32015379;-40,32220873;VOLTA;7
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790140900;CAMPOS DOS GOYTACAZES;10:30;D+2;SEMI E CONV - MISTO 30L;Terça;-21,75189863;-41,33047649;VOLTA;8
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790140900;RIO DE JANEIRO;16:00;D+2;SEMI E CONV - MISTO 30L;Terça;-22,87665212;-43,22787513;VOLTA;9
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790310930;RIO DE JANEIRO;10:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-22,87665212;-43,22787513;IDA;1
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790310930;CAMPOS DOS GOYTACAZES;15:05;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-21,75189863;-41,33047649;IDA;2
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790310930;VITORIA;18:50;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-20,32015379;-40,32220873;IDA;3
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790310930;ITABUNA;06:36;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-14,78903955;-39,27310895;IDA;4
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790310930;FEIRA DE SANTANA;12:16;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-12,22928425;-38,9600331;IDA;5
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790310930;PICOS;22:46;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-7,081373912;-41,46882671;IDA;6
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790310930;TERESINA;03:31;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-5,086341952;-42,80527046;IDA;7
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790310930;PIRIPIRI;05:51;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-4,276068693;-41,77850485;IDA;8
RJPI0213056;RIO DE JANEIRO(RJ) - PARNAIBA(PI);790310930;PARNAIBA;08:11;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-2,903360145;-41,77817059;IDA;9
RJPI0213064;RIO DE JANEIRO(RJ) - TERESINA(PI);79041500;TERESINA;15:00;D+0;SEMI E CONV - MISTO 16;Terça;-5,086341952;-42,80527046;VOLTA;1
RJPI0213064;RIO DE JANEIRO(RJ) - TERESINA(PI);79041500;PICOS;20:50;D+0;SEMI E CONV - MISTO 16;Terça;-7,081373912;-41,46882671;VOLTA;2
RJPI0213064;RIO DE JANEIRO(RJ) - TERESINA(PI);79041500;FEIRA DE SANTANA;10:00;D+1;SEMI E CONV - MISTO 16;Terça;-12,22928425;-38,9600331;VOLTA;3
RJPI0213064;RIO DE JANEIRO(RJ) - TERESINA(PI);79041500;ITABUNA;17:40;D+1;SEMI E CONV - MISTO 16;Terça;-14,78903955;-39,27310895;VOLTA;4
